DRS_ID,DistributionChannel,UserLanguage,geoid.county,Zone,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1a,Q2,Q3_0,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_0,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_0,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_0,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_0,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10,Q12_0,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q14,Q15,Q16,Q17_0,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q18,Q19a,Q19b,Q20,Q21,Q22,Q23,Q24_0,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q34,Q39,Q41a,Q41b,Q41c,Q41d,Q41e,Q41f,Q42a,Q42b,Q42c,Q42d,Q42e,Q42f,Q42g,Q42h,Q42i,Q43_0,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_9,Q43_10,Q43_11,WTFINAL,SEX_P,RACE_P,INCOME_P,AGE_P,ETHNICITY_P,EDU_P,HOMEOWNERSHIP_P,LANGUAGE_P
DRS2440,Online,English,095,3,Yes,No,<Decline to answer>,Yes,Yes,<Decline to answer>,47,Urban,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,No,Yes,Yes,Yes,No,<Decline to answer>,No,No,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No one advocates for my interests in the Delta,Very satisfied,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,<Unsure>,Somewhat concerned,Moderately concerned,Moderately concerned,<Decline to answer>,<Decline to answer>,Entirely due to climate change,<I don't know>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,Yes,No,No,<Decline to answer>,Yes. Please specify:,Somewhat agree,<Decline to answer>,"Yes, I have personally experienced drought impacts. Please specify:",Doing too much,<I don't know>,Doing the right amount,<Decline to answer>,No,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,Yes,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,<Not applicable>,NA,<Not applicable>,Trust only a little,Trust only a little,Trust completely,Somewhat likely,Somewhat unlikely,Very unlikely,Very likely,Very likely,Somewhat likely,<Not applicable>,Unsure,No,<Not applicable>,<Not applicable>,<Not applicable>,<Not applicable>,<Not applicable>,<Not applicable>,<Not applicable>,NA,No,No,<Not applicable>,0.04197249188082248,<Missing>,<Missing>,>150K,65+,Hispanic/Latino,<Missing>,NA,English only
DRS2441,Mail,English,113,2,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,77,<Decline to answer>,No,Yes,No,No,No,No,No,Yes,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<Decline to answer>,<Decline to answer>,No,No,No,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,No,Yes,No,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No one advocates for my interests in the Delta,Very dissatisfied,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,No,No,No,Somewhat concerned,Very concerned,Very concerned,Very concerned,<Decline to answer>,<Decline to answer>,Not at all concerned,Yes. Please specify:,<Decline to answer>,mostly by human activities,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes. Please specify:,Strongly disagree,Strongly agree,"Yes, I have personally experienced drought impacts. Please specify:",<I don't know>,Doing too much,Doing the right amount,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,No,Very Liberal,NA,Trust somewhat,Strongly distrust,Somewhat distrust,Strongly distrust,Trust only a little,Trust somewhat,Somewhat likely,Unsure,Very likely,Very likely,<Not applicable>,Very unlikely,<Decline to answer>,Very unlikely,No,NA,No,<Not applicable>,<Not applicable>,<Not applicable>,No,<Decline to answer>,No,<Not applicable>,<Not applicable>,NA,0.07272280477537225,<Missing>,Asian/PI,<25K,55-64,<Missing>,<BA/BS,NA,Other lang
DRS2442,Mail,English,013,3,<Decline to answer>,Yes,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Historic or Delta “legacy” town,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,No,Yes,<Decline to answer>,Yes,No,Yes,No,Yes,Yes,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,<I don't know>,Very dissatisfied,<Decline to answer>,<Decline to answer>,No,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<Unsure>,<Unsure>,<Unsure>,Not at all concerned,Very concerned,Moderately concerned,Yes. Please specify:,<Decline to answer>,<I don't know>,<Decline to answer>,No,No,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,"No, I have not personally experienced drought impacts",Not doing enough,Doing the right amount,Doing the right amount,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,No,<Decline to answer>,Yes,No,Very conservative,No,Trust only a little,<Not applicable>,<Decline to answer>,<Decline to answer>,Trust completely,<Not applicable>,Unsure,Unsure,Very likely,Very likely,Somewhat likely,<Decline to answer>,<Not applicable>,Very unlikely,No,<Not applicable>,Yes,NA,<Not applicable>,NA,Yes,<Decline to answer>,NA,Yes,<Not applicable>,NA,0.42430981159080966,<Missing>,Black,25K - <50K,35-44,Hispanic/Latino,BA/BS,Rented/Other,NA
DRS2443,Online,English,013,1,<Decline to answer>,No,Yes,No,Yes,<Decline to answer>,45,Suburban,No,Yes,No,Yes,Yes,Yes,No,No,No,<I Dont know why the Delta is important>,No,No,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,Yes,No,Yes,No,<Decline to answer>,No,<Decline to answer>,No,Yes,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,Yes,Yes,No,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,Neutral,No,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,Yes,<Decline to answer>,<Unsure>,Somewhat concerned,Moderately concerned,<Unsure>,<Unsure>,Somewhat concerned,Yes. Please specify:,Not at all due to climate change,by both human activities and natural changes in the environment,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,<Decline to answer>,<Decline to answer>,No,No,Somewhat disagree,<Decline to answer>,<I don't know>,Not doing enough,Doing the right amount,Not doing enough,<Decline to answer>,<Decline to answer>,No,Yes,No,No,Yes,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,NA,No,Strongly distrust,<Not applicable>,Somewhat distrust,<Decline to answer>,<Not applicable>,Somewhat distrust,<Not applicable>,Very unlikely,Very likely,Very likely,Somewhat unlikely,Somewhat likely,Very unlikely,<Not applicable>,No,No,<Not applicable>,Yes,<Not applicable>,<Decline to answer>,No,<Decline to answer>,NA,NA,<Decline to answer>,No,0.8387165349441055,Female,White,<Missing>,45-54,<Missing>,<BA/BS,NA,NA
DRS2444,Online,Spanish,077,2,Yes,Yes,No,No,Yes,No,60,<Decline to answer>,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,No,No,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,Yes,Yes,No,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,No,No one advocates for my interests in the Delta,Neutral,<Decline to answer>,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Moderately concerned,<Decline to answer>,Very concerned,<Decline to answer>,Very concerned,<Unsure>,Moderately concerned,No,Mostly due to other factors,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,Yes,No,No,Somewhat disagree,Strongly disagree,<I don't know>,<Decline to answer>,Doing too much,Not doing enough,<Decline to answer>,No,No,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,No,Yes,Moderate,Yes,Trust completely,Trust somewhat,Trust completely,<Not applicable>,<Not applicable>,NA,Unsure,NA,Somewhat likely,<Decline to answer>,<Not applicable>,Somewhat unlikely,Somewhat likely,<Decline to answer>,No,Yes,NA,Yes,Yes,<Not applicable>,NA,No,<Decline to answer>,<Decline to answer>,<Not applicable>,Yes,1.9168683562457474,Male,Asian/PI,25K - <50K,<Missing>,Hispanic/Latino,<BA/BS,NA,NA
DRS2445,Mail,English,<Erased>,2,No,Yes,<Decline to answer>,<Decline to answer>,No,Yes,10,<Decline to answer>,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,No,No,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,Yes,No,No,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<I don't know>,Dissatisfied,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Somewhat concerned,Not at all concerned,Moderately concerned,<Unsure>,Not at all concerned,Very concerned,Somewhat concerned,<Decline to answer>,Not at all due to climate change,mostly by human activities,Yes,Yes,No,Yes,Yes,Yes,No,No,<Decline to answer>,No,<Decline to answer>,<I don't know>,<I don't know>,<I don't know>,<I don't know>,<I don't know>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,Trust only a little,Trust completely,Trust only a little,Trust only a little,Strongly distrust,Strongly distrust,NA,<Decline to answer>,Very likely,NA,<Decline to answer>,Very likely,Somewhat likely,Somewhat unlikely,No,<Not applicable>,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,NA,No,Yes,No,Yes,0.7831842217414724,Male,Black,25K - <50K,25-34,Hispanic/Latino,>BA/BS,NA,NA
DRS2446,Online,English,095,1,Yes,<Decline to answer>,No,No,<Decline to answer>,No,16,Rural (outside of town),No,Yes,Yes,No,Yes,Yes,No,No,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,Yes,No,No,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,Yes,<I don't know>,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,No,No,<Decline to answer>,<Unsure>,Very concerned,Somewhat concerned,<Unsure>,<Decline to answer>,Somewhat concerned,<Decline to answer>,<I don't know>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,Yes,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<I don't know>,Strongly agree,"Yes, I have personally experienced drought impacts. Please specify:",<I don't know>,<I don't know>,Doing too much,Yes,No,<Decline to answer>,No,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,None of the above,NA,Somewhat distrust,Somewhat distrust,Trust completely,Trust completely,Somewhat distrust,Strongly distrust,<Not applicable>,<Decline to answer>,Very likely,Somewhat unlikely,<Decline to answer>,NA,Unsure,NA,NA,Yes,NA,Yes,NA,NA,<Not applicable>,NA,<Not applicable>,<Decline to answer>,<Decline to answer>,<Not applicable>,1.2352539810610215,<Missing>,White,<Missing>,35-44,Hispanic/Latino,<Missing>,NA,NA
DRS2447,Mail,English,013,3,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,16,<Decline to answer>,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,No,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,No,No,No,No,Yes,Yes,<Decline to answer>,Dissatisfied,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Very concerned,<Unsure>,Very concerned,<Decline to answer>,Somewhat concerned,Not at all concerned,<Decline to answer>,No,Not at all due to climate change,None of the above because climate change isn't happening,<Decline to answer>,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat agree,Strongly agree,"Yes, I have personally experienced drought impacts. Please specify:",Doing too much,<Decline to answer>,<I don't know>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,No,No,Conservative,NA,Trust completely,Trust somewhat,Strongly distrust,Trust completely,<Decline to answer>,Trust only a little,Somewhat likely,<Decline to answer>,Somewhat likely,<Decline to answer>,Somewhat likely,Somewhat likely,<Not applicable>,Very unlikely,<Decline to answer>,No,Yes,No,<Decline to answer>,NA,NA,NA,Yes,Yes,Yes,<Decline to answer>,0.17007444734418842,<Missing>,Other and mixed,<Missing>,55-64,Not Hispanic/Latino,>BA/BS,NA,Other lang
DRS2448,Online,Spanish,013,2,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,16,Rural (outside of town),Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,No,No,<Decline to answer>,No,<Decline to answer>,Yes,No,No,No,Yes,No,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,Yes,No,<Decline to answer>,Please specify individual or organization name:,Very dissatisfied,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,Very concerned,Not at all concerned,Moderately concerned,Somewhat concerned,<Decline to answer>,Moderately concerned,<Unsure>,No,Mostly due to other factors,mostly by natural changes in the environment,No,No,No,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes. Please specify:,Somewhat disagree,<I don't know>,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,No,No,Yes,No,No,<Decline to answer>,No,Yes,No,No,Yes,No,Moderate,No,Trust somewhat,<Not applicable>,Trust only a little,Strongly distrust,Strongly distrust,Trust completely,Somewhat unlikely,NA,<Decline to answer>,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Very unlikely,<Not applicable>,No,Yes,<Decline to answer>,NA,NA,<Decline to answer>,Yes,Yes,Yes,NA,<Decline to answer>,0.06759759568158347,<Missing>,Other and mixed,<25K,35-44,Not Hispanic/Latino,<Missing>,NA,Other lang
DRS2449,Online,Spanish,095,1,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,5,Suburban,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,<I Dont know why the Delta is important>,No,No,No,Yes,<I Dont know why the Delta is important>,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,No,Yes,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Very dissatisfied,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,Moderately concerned,Very concerned,Moderately concerned,<Unsure>,Not at all concerned,<Decline to answer>,Very concerned,Yes. Please specify:,Mostly due to other factors,by both human activities and natural changes in the environment,Yes,No,No,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,Yes. Please specify:,Strongly disagree,Somewhat disagree,<I don't know>,Doing too much,Doing too much,<I don't know>,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,No,No,<Decline to answer>,No,Conservative,NA,<Decline to answer>,<Decline to answer>,<Not applicable>,Somewhat distrust,Strongly distrust,Trust somewhat,<Decline to answer>,Very likely,NA,<Not applicable>,Very likely,NA,Very unlikely,Very unlikely,NA,NA,<Decline to answer>,<Decline to answer>,Yes,<Not applicable>,Yes,Yes,NA,Yes,NA,<Not applicable>,6.570883931197965,Female,<Missing>,50K - <75K,18-24,Hispanic/Latino,<Missing>,NA,NA
DRS2450,Online,Spanish,<Erased>,1,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,53,Suburban,No,No,No,No,No,Yes,No,Yes,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,No,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,No,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Please specify individual or organization name:,Satisfied,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,Moderately concerned,Moderately concerned,<Unsure>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Unsure>,No,Mostly due to other factors,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,No,<Decline to answer>,No,No,<Decline to answer>,No,<Decline to answer>,Somewhat agree,"Yes, I have personally experienced drought impacts. Please specify:",Not doing enough,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,<Decline to answer>,No,No,Yes,<Decline to answer>,No,Yes,<Decline to answer>,No,<Decline to answer>,No,Yes,<Decline to answer>,No,<Not applicable>,Strongly distrust,Somewhat distrust,Trust completely,<Decline to answer>,Trust only a little,Somewhat unlikely,<Decline to answer>,Very likely,Very likely,Somewhat likely,Very likely,Somewhat likely,Somewhat unlikely,No,NA,<Not applicable>,Yes,<Not applicable>,Yes,Yes,<Not applicable>,NA,NA,No,<Decline to answer>,0.1305981321504954,Male,White,<25K,25-34,<Missing>,<BA/BS,Rented/Other,Other lang
DRS2451,Online,English,013,3,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,7,Historic or Delta “legacy” town,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,<Decline to answer>,No,Yes,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,<Decline to answer>,Yes,Yes,No,Yes,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Very satisfied,No,No,No,Yes,No,No,Yes,Yes,<Unsure>,Somewhat concerned,Not at all concerned,Very concerned,<Unsure>,<Unsure>,<Decline to answer>,No,Not at all due to climate change,mostly by natural changes in the environment,Yes,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes. Please specify:,Somewhat agree,Somewhat agree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,Yes,No,<Decline to answer>,No,No,No,Yes,No,No,<Decline to answer>,Conservative,No,Trust only a little,Trust only a little,NA,Trust only a little,Trust only a little,<Not applicable>,Somewhat unlikely,<Decline to answer>,Somewhat likely,Somewhat likely,<Decline to answer>,<Not applicable>,Very likely,Very likely,<Not applicable>,<Not applicable>,<Decline to answer>,NA,<Not applicable>,<Decline to answer>,No,No,NA,No,No,No,0.537050208427227,<Missing>,Other and mixed,>150K,45-54,Hispanic/Latino,BA/BS,Rented/Other,Other lang
DRS2452,Online,English,077,1,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,No,10,Rural (outside of town),Yes,Yes,No,No,No,No,No,Yes,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,No,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,Yes,No,Yes,<I don't know>,Dissatisfied,Yes,Yes,Yes,No,Yes,No,No,Yes,Not at all concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,<Unsure>,No,Not at all due to climate change,None of the above because climate change isn't happening,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,No,Yes,No,Yes,Yes,<Decline to answer>,Somewhat agree,Somewhat disagree,<Decline to answer>,<Decline to answer>,Not doing enough,Doing the right amount,No,Yes,No,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,No,Yes,No,No,Yes,Liberal,No,Trust only a little,NA,<Decline to answer>,<Not applicable>,Trust only a little,Trust somewhat,<Decline to answer>,Unsure,Somewhat likely,Somewhat unlikely,Unsure,Very likely,Very likely,NA,NA,Yes,<Not applicable>,<Decline to answer>,<Not applicable>,<Not applicable>,<Not applicable>,No,NA,<Decline to answer>,Yes,Yes,2.672007603417027,Female,Other and mixed,50K - <75K,65+,<Missing>,>BA/BS,Owned by you or someone else living there,NA
DRS2453,Mail,Spanish,<Erased>,2,Yes,Yes,No,Yes,Yes,No,<Decline to answer>,Historic or Delta “legacy” town,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,<Decline to answer>,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,Yes,<I don't know>,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,Yes,<Decline to answer>,<Unsure>,Moderately concerned,Somewhat concerned,<Decline to answer>,Somewhat concerned,Somewhat concerned,Somewhat concerned,<Decline to answer>,<Decline to answer>,<I don't know>,No,No,No,No,<Decline to answer>,No,Yes,<Decline to answer>,No,No,<Decline to answer>,Strongly disagree,Somewhat agree,<Decline to answer>,Doing the right amount,Doing too much,Not doing enough,No,No,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,<Decline to answer>,No,No,NA,Yes,<Decline to answer>,<Decline to answer>,Strongly distrust,NA,Trust only a little,Strongly distrust,Somewhat unlikely,NA,<Decline to answer>,Very likely,Somewhat likely,Very unlikely,Unsure,Somewhat likely,No,Yes,<Not applicable>,NA,<Decline to answer>,<Decline to answer>,NA,<Not applicable>,<Not applicable>,Yes,<Decline to answer>,Yes,0.6636186469676646,Male,Asian/PI,50K - <75K,<Missing>,Not Hispanic/Latino,BA/BS,NA,English only
DRS2454,Mail,English,095,1,<Decline to answer>,Yes,No,<Decline to answer>,No,<Decline to answer>,41,<Decline to answer>,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,Yes,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,No,No,No,Yes,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No one advocates for my interests in the Delta,Satisfied,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Very concerned,Not at all concerned,Very concerned,Not at all concerned,Not at all concerned,<Decline to answer>,Very concerned,No,<Decline to answer>,mostly by natural changes in the environment,No,<Decline to answer>,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,<I don't know>,Somewhat agree,"Yes, I have personally experienced drought impacts. Please specify:",Not doing enough,Doing the right amount,<I don't know>,No,Yes,No,Yes,Yes,Yes,No,Yes,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,No,Moderate,NA,Trust somewhat,<Not applicable>,Trust somewhat,Strongly distrust,NA,Strongly distrust,<Not applicable>,Somewhat unlikely,<Not applicable>,Unsure,Somewhat likely,<Not applicable>,<Decline to answer>,<Decline to answer>,No,NA,<Decline to answer>,Yes,<Not applicable>,No,<Not applicable>,No,<Not applicable>,NA,NA,<Not applicable>,0.7940909734629694,<Missing>,<Missing>,25K - <50K,18-24,Hispanic/Latino,<BA/BS,Owned by you or someone else living there,English only
